x,y
-4.20529053736204,-8.916377493609556
-4.7791471447266,-6.140933843352225
-4.451958654321818,-6.700593511755478
-4.170398160726253,-7.446947666368853
-5.401828642651251,-7.716386527215672
-4.948495691327673,-7.68924922465768
-2.8699816735581156,-7.444154759216484
-3.6563235493923476,-8.845922774735309
-6.3418100346010835,-6.617440287159641
-4.626867420327583,-9.570194588735392
-5.05274163280929,-4.927494999579859
-5.82750121332568,-7.0291513321560615
-3.148727369206365,-4.942194194293644
-5.463760834268999,-6.860023694993536
-3.7083198083444255,-7.58347167646276
-2.7378894182065068,-4.847133218322853
-3.999075283734131,-7.399874991319196
-5.388940335279952,-7.6560908006940664
-6.027140511182036,-8.118419409444044
-4.560004434236562,-7.654158872369527
-5.35848612154943,-9.64315229719515
-6.794368554161265,-8.572902104904985
-5.8195632518551745,-8.838721573404776
-5.5005862908996574,-6.351482392601862
-3.8425193969713924,-7.28806941688981
-7.137567585219319,-8.077368165656045
-3.6123833030546493,-9.919709653463912
-5.3232663438670045,-6.7912931196244415
-4.918217166107579,-8.139271824545244
-3.8348210453466405,-6.445627190917576
-3.1924026256062112,-7.9190511594121835
-6.02365097313422,-8.067007495049245
-3.79356628058242,-7.590962960064719
-3.3763401111812072,-9.474748793766944
-3.7285027010524163,-7.692198714785234
-3.314941209257674,-6.406353117941334
-5.778415829664854,-6.504964959167491
-4.715540088879853,-7.432984776213914
-5.220959819539965,-6.630251605360007
-5.496858195017943,-7.50206249111032
-3.9516596509440673,-7.413785915684718
-3.923531827298706,-7.73390493502826
-4.867560923134416,-8.547874847783426
-3.3143728725740704,-6.936644951215586
-3.62962299411845,-7.86828915876498
-3.864691650664957,-7.16048645823007
-5.553593548991294,-7.050960014776232
-5.070162845572258,-9.0718316642471
-5.717155309591675,-8.785284503573632
-4.936588110663907,-6.941124450889852
-5.5397641200298064,-8.764000924278124
-4.372169326004969,-7.912106212754031
-3.447462331562249,-7.108749641326681
-4.70783175701518,-8.573046977419637
-4.376516704189346,-7.476759079462208
-4.831619311977191,-7.477709787276489
-4.708011568743075,-6.841608527013192
-3.351386313570246,-8.129123734930939
8.663334737259026,2.3584695410714094
10.467645174680205,4.388676464989331
9.2119057517814,3.1231458876255735
8.745542433916043,3.7919765078150944
9.5516021300162,4.020277331995261
9.725091747887552,2.3932419601056933
8.822965237481375,3.468411454299006
10.079378760512865,4.692082064955353
9.201757861168845,4.661273318398992
9.322540554246787,2.298003857864442
7.952417168394268,4.197438208981279
8.09508945137038,5.921155826493861
8.932585924557124,4.906351862856139
9.480523036528899,4.780632712982821
9.125649736336209,3.181927315259603
9.229079764738323,5.611711314612215
10.157930348680654,4.298968375925232
9.660034636142266,3.4103609666257952
9.115334373158134,4.432379756981438
9.34458928949418,5.947429587118297
8.091871615596412,4.91772110772259
9.401437251823605,3.432432994829731
8.67148869267944,4.48068407630732
9.42258914032931,3.5578923518516956
7.893404791953283,4.754325858148938
10.072523629360877,3.7835908013367514
9.948236609071449,4.0130253012463335
9.223181998476596,2.908163800725661
8.147258713950412,4.247794544270348
8.817207166281133,2.6067757611588647
8.27778367112369,4.089376234537362
7.925712001819845,4.3759810378299475
8.684530959438838,5.107375480304195
9.024698342856933,4.66178934220477
8.813476218988232,2.3749145189829886
6.582900477217683,5.625486356503007
8.884546939611349,4.719853637407517
8.619313111178133,3.1998547406007996
8.717198397140177,5.657397392033944
9.190642639101618,3.8225725701369373
8.209808837850323,6.252099330519931
9.316119749296044,3.8779646338802225
10.812479063599167,3.9677329059009594
9.244469158733512,4.117877426268742
9.471447430931372,3.134853861515275
9.266827311495915,3.254496531118887
8.80337202441587,3.596203384083258
8.974700901864104,3.0009257450238755
9.784968910175152,3.8248171038039556
8.802776941943922,4.074450318743706
10.186941457978627,3.6445400779348276
8.403469558547672,2.724746165637709
9.719741986257757,4.994035369122471
7.931698325431227,5.7069292690693345
7.0948674279148545,4.943096187038092
10.788569620834533,3.848775880982622
7.936831333132286,4.876245145439613
8.74526785841375,4.657323396251265
8.746543683521761,3.48590662425316
9.156015089667648,3.7669256783264213
9.113624758256961,4.362759920576252
8.805638303192664,2.092519502471174
10.196314448435789,4.942267038070894
9.208226123933061,3.752927049518003
8.810921067185076,5.811552225611282
9.037046636360962,3.7477879005743233
8.934888909212136,4.128612201799894
7.227620065298888,2.783129036783864
9.682093055081209,3.354862227574317
10.399687862723312,3.132762096181283
8.91840061881124,2.7481068673584033
10.321684386832546,3.674617789782991
10.759465125012717,5.097490528469752
9.178528508709269,4.186921359230419
8.245530742989265,2.4002391473484144
9.10866615523313,5.148999782198604
9.935658446377772,3.223593651516669
10.067656158060503,4.3015509073297755
9.578603320403355,4.448016842146952
9.828099059139754,5.7798457142206505
6.941295989646948,4.547695580741086
8.58530135759046,5.5644113103028605
8.106996999805252,3.914665666489723
8.000219550084378,4.073544368963134
8.789696329127256,4.252439590745914
9.264824751517043,4.220841733248673
8.806091656492214,3.167804325450694
10.003011932971175,3.853780265331093
10.148035506944007,4.132637452070328
9.74839260949791,4.949583605013693
10.758562920452004,3.8272641950362334
8.813136833556278,2.893875449835904
7.842094681499034,2.481577820555946
10.270548827837818,2.7993565190028544
8.30323434870594,4.594669654036851
9.759567526574429,3.905837492078997
9.399271052561181,5.2737766934966945
8.938098220125564,4.1358205254933065
8.334629655351621,5.701751232527028
9.899492714471494,3.856729476156856
